time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;P
7.775;0.03;-0.01;1.00;0.00;0.01;-0.01;0.00;0.00;-0.00;0.00
7.776;0.03;-0.02;1.00;0.00;0.01;-0.01;0.00;0.00;-0.00;0.00
7.776;0.03;-0.02;1.00;0.00;0.01;-0.01;0.00;0.00;-0.00;0.00
7.798;0.03;-0.02;1.00;0.00;0.01;-0.01;0.00;-0.00;-0.00;0.00
7.809;0.03;-0.02;1.00;-0.01;-0.00;-0.00;0.00;-0.00;-0.00;0.00
7.847;0.03;-0.01;1.00;-0.01;-0.00;-0.00;0.00;-0.00;-0.00;0.00
7.848;0.03;-0.01;1.00;-0.01;-0.00;-0.00;0.00;-0.00;-0.00;0.00
7.849;0.03;-0.02;1.00;-0.01;-0.00;-0.00;0.00;-0.00;-0.00;0.00
7.85;0.03;-0.02;1.00;-0.01;-0.00;-0.00;0.00;-0.00;-0.00;0.00
7.859;0.03;-0.02;1.00;-0.01;-0.00;-0.00;-0.00;-0.00;-0.00;0.00
7.869;0.03;-0.02;1.00;0.00;-0.01;0.01;-0.00;-0.00;-0.00;0.00
7.916;0.03;-0.02;1.00;0.00;-0.01;0.01;-0.00;-0.00;-0.00;0.00
7.918;0.03;-0.01;1.00;0.00;-0.01;0.01;-0.00;-0.00;-0.00;0.00
7.919;0.03;-0.02;1.00;0.00;-0.01;0.01;-0.00;-0.00;-0.00;0.00
7.92;0.03;-0.02;1.00;0.00;-0.01;0.01;0.00;-0.00;-0.00;0.00
7.929;0.03;-0.02;1.00;0.00;-0.00;0.00;0.00;-0.00;-0.00;0.00
7.979;0.03;-0.02;1.00;0.00;-0.00;0.00;-0.00;0.01;-0.00;0.00
7.986;0.03;-0.01;1.00;0.00;-0.00;0.00;-0.00;0.01;-0.00;0.00
7.987;0.03;-0.01;0.99;0.00;-0.00;0.00;-0.00;0.01;-0.00;0.00
7.988;0.03;-0.01;1.00;0.00;-0.00;0.00;-0.00;0.01;-0.00;0.00
7.989;0.03;-0.02;1.00;0.00;-0.00;0.00;-0.00;0.01;-0.00;0.00
7.99;0.03;-0.02;1.00;0.01;-0.01;-0.01;-0.00;0.01;-0.00;0.00
8.04;0.03;-0.02;1.00;0.01;-0.01;-0.01;-0.00;0.01;-0.02;0.00
8.049;0.03;-0.02;1.00;0.06;-0.63;0.01;-0.00;0.01;-0.02;0.00
8.057;0.03;-0.11;1.00;0.06;-0.63;0.01;-0.00;0.01;-0.02;0.00
8.058;0.04;-0.04;1.00;0.06;-0.63;0.01;-0.00;0.01;-0.02;0.00
8.058;0.04;-0.09;0.99;0.06;-0.63;0.01;-0.00;0.01;-0.02;0.00
8.1;0.04;-0.09;0.99;0.06;-0.63;0.01;-0.00;0.01;-0.17;0.00
8.11;0.04;-0.09;0.99;0.07;-0.62;0.01;-0.00;0.01;-0.17;0.00
8.128;0.05;-0.13;1.00;0.07;-0.62;0.01;-0.00;0.01;-0.17;0.00
8.129;0.04;-0.13;1.00;0.07;-0.62;0.01;-0.00;0.01;-0.17;0.00
8.129;-0.01;-0.20;1.00;0.07;-0.62;0.01;-0.00;0.01;-0.17;0.00
8.168;-0.01;-0.20;1.00;0.07;-0.62;0.01;0.00;-0.01;-0.13;0.00
8.17;-0.01;-0.20;1.00;-0.17;-1.62;0.00;0.00;-0.01;-0.13;0.00
8.197;-0.07;-0.36;1.00;-0.17;-1.62;0.00;0.00;-0.01;-0.13;0.00
8.197;-0.08;-0.48;1.00;-0.17;-1.62;0.00;0.00;-0.01;-0.13;0.00
8.198;-0.03;-0.50;1.01;-0.17;-1.62;0.00;0.00;-0.01;-0.13;0.00
8.198;0.05;-0.57;0.99;-0.17;-1.62;0.00;0.00;-0.01;-0.13;0.00
8.22;0.05;-0.57;0.99;-0.17;-1.62;0.00;0.02;-0.03;0.05;0.00
8.231;0.05;-0.57;0.99;-0.65;-4.56;0.02;0.02;-0.03;0.05;0.00
8.269;0.09;-0.51;1.00;-0.65;-4.56;0.02;0.02;-0.03;0.05;0.00
8.272;0.02;-0.42;1.01;-0.65;-4.56;0.02;0.02;-0.03;0.05;0.00
8.274;-0.02;-0.36;1.00;-0.65;-4.56;0.02;0.02;-0.03;0.05;0.00
8.284;-0.02;-0.36;1.00;-0.65;-4.56;0.02;0.08;0.03;0.06;0.00
8.293;-0.02;-0.36;1.00;0.06;-4.07;0.04;0.08;0.03;0.06;0.00
8.336;0.02;-0.28;0.97;0.06;-4.07;0.04;0.08;0.03;0.06;0.00
8.338;-0.02;-0.10;1.01;0.06;-4.07;0.04;0.08;0.03;0.06;0.00
8.339;0.01;-0.09;0.99;0.06;-4.07;0.04;0.08;0.03;0.06;0.00
8.339;-0.01;0.03;1.05;0.06;-4.07;0.04;0.08;0.03;0.06;0.00
8.344;-0.01;0.03;1.05;0.06;-4.07;0.04;0.13;0.04;0.36;0.00
8.351;-0.01;0.03;1.05;-0.18;-1.13;-0.04;0.13;0.04;0.36;0.00
8.402;-0.01;0.03;1.05;-0.18;-1.13;-0.04;0.05;0.04;0.06;0.00
8.404;0.18;-0.11;0.93;-0.18;-1.13;-0.04;0.05;0.04;0.06;0.00
8.405;0.14;0.27;0.98;-0.18;-1.13;-0.04;0.05;0.04;0.06;0.00
8.406;0.06;0.30;0.98;-0.18;-1.13;-0.04;0.05;0.04;0.06;0.00
8.418;0.06;0.30;0.98;0.75;1.04;-0.21;0.05;0.04;0.06;0.00
8.462;0.06;0.30;0.98;0.75;1.04;-0.21;0.04;0.02;-0.24;0.00
8.473;0.06;0.30;0.98;0.87;4.44;-0.04;0.04;0.02;-0.24;0.00
8.476;0.12;0.34;0.99;0.87;4.44;-0.04;0.04;0.02;-0.24;0.00
8.477;0.15;0.49;0.99;0.87;4.44;-0.04;0.04;0.02;-0.24;0.00
8.478;0.07;0.62;0.99;0.87;4.44;-0.04;0.04;0.02;-0.24;0.00
8.478;-0.03;0.66;1.00;0.87;4.44;-0.04;0.04;0.02;-0.24;0.00
8.525;-0.03;0.66;1.00;0.87;4.44;-0.04;0.02;-0.01;-0.14;0.00
8.537;-0.03;0.66;1.00;-0.24;5.98;-0.02;0.02;-0.01;-0.14;0.00
8.552;-0.02;0.63;1.00;-0.24;5.98;-0.02;0.02;-0.01;-0.14;0.00
8.553;0.04;0.54;0.99;-0.24;5.98;-0.02;0.02;-0.01;-0.14;0.00
8.553;-0.03;0.38;0.99;-0.24;5.98;-0.02;0.02;-0.01;-0.14;0.00
8.583;-0.03;0.38;0.99;-0.24;5.98;-0.02;-0.00;-0.00;-0.19;0.00
8.596;-0.03;0.38;0.99;0.25;1.46;-0.03;-0.00;-0.00;-0.19;0.00
8.617;0.01;0.03;1.00;0.25;1.46;-0.03;-0.00;-0.00;-0.19;0.00
8.618;0.15;0.07;1.00;0.25;1.46;-0.03;-0.00;-0.00;-0.19;0.00
8.619;0.04;0.07;1.00;0.25;1.46;-0.03;-0.00;-0.00;-0.19;0.00
8.62;-0.07;-0.01;1.00;0.25;1.46;-0.03;-0.00;-0.00;-0.19;0.00
8.644;-0.07;-0.01;1.00;0.25;1.46;-0.03;-0.00;-0.00;-0.19;0.00
8.654;-0.07;-0.01;1.00;-0.57;-0.23;0.01;-0.00;-0.00;-0.19;0.00
8.685;-0.05;-0.05;1.00;-0.57;-0.23;0.01;-0.00;-0.00;-0.19;0.00
8.686;0.01;-0.08;1.00;-0.57;-0.23;0.01;-0.00;-0.00;-0.19;0.00
8.687;0.03;-0.00;1.00;-0.57;-0.23;0.01;-0.00;-0.00;-0.19;0.00
8.703;0.03;-0.00;1.00;-0.57;-0.23;0.01;-0.00;-0.00;0.01;0.00
8.714;0.03;-0.00;1.00;0.03;-0.10;0.00;-0.00;-0.00;0.01;0.00
8.758;0.02;0.02;1.00;0.03;-0.10;0.00;-0.00;-0.00;0.01;0.00
8.76;0.02;0.01;1.00;0.03;-0.10;0.00;-0.00;-0.00;0.01;0.00
8.761;0.03;-0.01;0.99;0.03;-0.10;0.00;-0.00;-0.00;0.01;0.00
8.761;0.04;-0.01;0.99;0.03;-0.10;0.00;-0.00;-0.00;0.01;0.00
8.764;0.04;-0.01;0.99;0.03;-0.10;0.00;-0.02;0.02;-0.03;0.00
8.774;0.04;-0.01;0.99;0.01;0.01;-0.01;-0.02;0.02;-0.03;0.00
8.827;0.01;0.04;1.01;0.01;0.01;-0.01;-0.02;0.02;-0.03;0.00
8.829;0.02;-0.01;1.00;0.01;0.01;-0.01;-0.02;0.02;-0.03;0.00
8.829;0.03;0.00;1.00;0.01;0.01;-0.01;-0.02;0.02;-0.03;0.00
8.83;0.03;0.00;1.00;0.01;0.01;-0.01;-0.00;0.00;-0.01;0.00
8.834;0.03;0.00;1.00;0.01;-0.02;0.00;-0.00;0.00;-0.01;0.00
8.885;0.03;0.00;1.00;0.01;-0.02;0.00;-0.00;0.00;-0.00;0.00
8.897;0.03;0.00;1.00;0.01;-0.02;0.00;-0.00;0.00;-0.00;0.00
8.899;0.03;0.02;1.00;0.01;-0.02;0.00;-0.00;0.00;-0.00;0.00
8.9;0.01;-0.00;1.00;0.01;-0.02;0.00;-0.00;0.00;-0.00;0.00
8.901;0.02;-0.01;1.00;0.01;-0.02;0.00;-0.00;0.00;-0.00;0.00
8.902;0.03;0.01;1.00;0.01;-0.02;0.00;-0.00;0.00;-0.00;0.00
8.945;0.03;0.01;1.00;0.01;-0.02;0.00;-0.00;-0.00;0.00;0.00
8.955;0.03;0.01;1.00;-0.01;-0.02;0.01;-0.00;-0.00;0.00;0.00
8.965;0.02;0.00;1.00;-0.01;-0.02;0.01;-0.00;-0.00;0.00;0.00
8.967;0.01;-0.01;1.00;-0.01;-0.02;0.01;-0.00;-0.00;0.00;0.00
8.968;0.03;0.01;1.00;-0.01;-0.02;0.01;-0.00;-0.00;0.00;0.00
9.005;0.03;0.01;1.00;-0.01;-0.02;0.01;-0.00;-0.00;-0.00;0.00
9.016;0.03;0.01;1.00;-0.01;-0.02;-0.01;-0.00;-0.00;-0.00;0.00
9.039;0.03;0.01;1.00;-0.01;-0.02;-0.01;-0.00;-0.00;-0.00;0.00
9.04;0.02;0.00;1.00;-0.01;-0.02;-0.01;-0.00;-0.00;-0.00;0.00
9.041;0.02;0.00;1.00;-0.01;-0.02;-0.01;-0.00;-0.00;-0.00;0.00
9.041;0.03;0.01;1.00;-0.01;-0.02;-0.01;-0.00;-0.00;-0.00;0.00
9.065;0.03;0.01;1.00;-0.01;-0.02;-0.01;0.00;0.00;0.00;0.00
9.076;0.03;0.01;1.00;-0.01;-0.02;-0.00;0.00;0.00;0.00;0.00
9.106;0.03;0.00;1.00;-0.01;-0.02;-0.00;0.00;0.00;0.00;0.00
9.107;0.02;-0.00;1.00;-0.01;-0.02;-0.00;0.00;0.00;0.00;0.00
9.108;0.02;0.00;1.00;-0.01;-0.02;-0.00;0.00;0.00;0.00;0.00
9.126;0.02;0.00;1.00;-0.01;-0.02;-0.00;0.00;-0.00;0.00;0.00
9.137;0.02;0.00;1.00;-0.01;-0.02;0.01;0.00;-0.00;0.00;0.00
9.178;0.03;0.01;1.00;-0.01;-0.02;0.01;0.00;-0.00;0.00;0.00
9.18;0.02;0.00;1.00;-0.01;-0.02;0.01;0.00;-0.00;0.00;0.00
9.181;0.02;-0.00;1.00;-0.01;-0.02;0.01;0.00;-0.00;0.00;0.00
9.182;0.02;0.01;1.00;-0.01;-0.02;0.01;0.00;-0.00;0.00;0.00
9.186;0.02;0.01;1.00;-0.01;-0.02;0.01;0.00;0.00;0.00;0.00
9.197;0.02;0.01;1.00;-0.01;-0.01;-0.00;0.00;0.00;0.00;0.00
9.246;0.03;0.01;1.00;-0.01;-0.01;-0.00;0.00;0.00;0.00;0.00
9.248;0.02;-0.00;1.00;-0.01;-0.01;-0.00;0.00;0.00;0.00;0.00
9.248;0.02;0.00;1.00;-0.01;-0.01;-0.00;0.00;0.00;0.00;0.00
9.249;0.02;0.00;1.00;-0.01;-0.01;-0.00;0.00;0.00;-0.00;0.00
9.256;0.02;0.00;1.00;-0.00;-0.02;-0.01;0.00;0.00;-0.00;0.00
9.307;0.02;0.00;1.00;-0.00;-0.02;-0.01;0.00;0.00;0.00;0.00
9.326;0.03;0.01;1.00;-0.00;-0.02;-0.01;0.00;0.00;0.00;0.00
9.327;0.02;-0.00;1.00;-0.00;-0.02;-0.01;0.00;0.00;0.00;0.00
9.327;0.02;0.00;1.00;-0.00;-0.02;-0.01;0.00;0.00;0.00;0.00
9.328;0.02;0.01;1.00;-0.00;-0.02;-0.01;0.00;0.00;0.00;0.00
9.329;0.02;0.01;1.00;0.00;-0.00;0.00;0.00;0.00;0.00;0.00
9.368;0.02;0.01;1.00;0.00;-0.00;0.00;0.00;0.00;-0.00;0.00
9.378;0.02;0.01;1.00;0.01;-0.00;-0.00;0.00;0.00;-0.00;0.00
9.386;0.03;0.00;1.00;0.01;-0.00;-0.00;0.00;0.00;-0.00;0.00
9.387;0.02;-0.00;1.00;0.01;-0.00;-0.00;0.00;0.00;-0.00;0.00
9.388;0.02;0.00;1.00;0.01;-0.00;-0.00;0.00;0.00;-0.00;0.00
9.428;0.02;0.00;1.00;0.01;-0.00;-0.00;0.00;-0.00;0.00;0.00
9.439;0.02;0.00;1.00;-0.01;-0.00;0.00;0.00;-0.00;0.00;0.00
9.455;0.02;0.01;1.00;-0.01;-0.00;0.00;0.00;-0.00;0.00;0.00
9.456;0.02;0.00;1.00;-0.01;-0.00;0.00;0.00;-0.00;0.00;0.00
9.457;0.02;0.00;1.00;-0.01;-0.00;0.00;0.00;-0.00;0.00;0.00
9.457;0.02;0.01;1.00;-0.01;-0.00;0.00;0.00;-0.00;0.00;0.00
9.488;0.02;0.01;1.00;-0.01;-0.00;0.00;-0.00;0.00;-0.00;0.00
9.498;0.02;0.01;1.00;-0.00;-0.01;-0.01;-0.00;0.00;-0.00;0.00
9.525;0.02;0.01;1.00;-0.00;-0.01;-0.01;-0.00;0.00;-0.00;0.00
9.527;0.03;-0.00;1.00;-0.00;-0.01;-0.01;-0.00;0.00;-0.00;0.00
9.528;0.02;0.00;1.00;-0.00;-0.01;-0.01;-0.00;0.00;-0.00;0.00
9.549;0.02;0.00;1.00;-0.00;-0.01;-0.01;-0.00;0.00;-0.00;0.00
9.559;0.02;0.00;1.00;-0.01;-0.00;0.00;-0.00;0.00;-0.00;0.00
9.599;0.02;0.01;1.00;-0.01;-0.00;0.00;-0.00;0.00;-0.00;0.00
9.6;0.02;0.00;1.00;-0.01;-0.00;0.00;-0.00;0.00;-0.00;0.00
9.601;0.02;-0.00;1.00;-0.01;-0.00;0.00;-0.00;0.00;-0.00;0.00
9.603;0.02;0.01;1.00;-0.01;-0.00;0.00;-0.00;0.00;-0.00;0.00
9.609;0.02;0.01;1.00;-0.01;-0.00;0.00;-0.00;0.00;0.00;0.00
9.619;0.02;0.01;1.00;-0.00;-0.00;-0.00;-0.00;0.00;0.00;0.00
9.665;0.02;0.00;1.00;-0.00;-0.00;-0.00;-0.00;0.00;0.00;0.00
9.666;0.02;0.00;1.00;-0.00;-0.00;-0.00;-0.00;0.00;0.00;0.00
9.669;0.02;0.01;1.00;-0.00;-0.00;-0.00;-0.00;0.00;0.00;0.00
9.671;0.02;0.01;1.00;-0.00;-0.00;-0.00;0.00;-0.00;-0.00;0.00
9.679;0.02;0.01;1.00;-0.00;-0.00;-0.00;0.00;-0.00;-0.00;0.00
9.731;0.02;0.01;1.00;-0.00;-0.00;-0.00;-0.00;-0.00;-0.00;0.00
9.733;0.02;0.00;1.00;-0.00;-0.00;-0.00;-0.00;-0.00;-0.00;0.00
9.734;0.02;0.00;1.00;-0.00;-0.00;-0.00;-0.00;-0.00;-0.00;0.00
9.735;0.03;0.00;1.00;-0.00;-0.00;-0.00;-0.00;-0.00;-0.00;0.00
9.74;0.03;0.00;1.00;-0.01;0.00;0.00;-0.00;-0.00;-0.00;0.00
9.79;0.03;0.00;1.00;-0.01;0.00;0.00;-0.00;0.00;-0.00;0.00
9.8;0.03;0.00;1.00;0.00;-0.00;-0.00;-0.00;0.00;-0.00;0.00
9.803;0.02;0.01;1.00;0.00;-0.00;-0.00;-0.00;0.00;-0.00;0.00
9.804;0.02;0.00;1.00;0.00;-0.00;-0.00;-0.00;0.00;-0.00;0.00
9.805;0.02;0.00;1.00;0.00;-0.00;-0.00;-0.00;0.00;-0.00;0.00
9.805;0.02;0.00;1.00;0.00;-0.00;-0.00;-0.00;0.00;-0.00;0.00
9.857;0.02;0.00;1.00;0.00;-0.00;-0.00;0.00;0.00;0.00;0.00
9.862;0.02;0.00;1.00;0.01;-0.00;-0.00;0.00;0.00;0.00;0.00
9.874;0.02;0.01;1.00;0.01;-0.00;-0.00;0.00;0.00;0.00;0.00
9.875;0.02;0.00;1.00;0.01;-0.00;-0.00;0.00;0.00;0.00;0.00
9.875;0.02;-0.00;1.00;0.01;-0.00;-0.00;0.00;0.00;0.00;0.00
9.911;0.02;-0.00;1.00;0.01;-0.00;-0.00;-0.00;0.00;0.00;0.00
9.922;0.02;-0.00;1.00;-0.00;-0.01;-0.00;-0.00;0.00;0.00;0.00
9.944;0.02;0.01;1.00;-0.00;-0.01;-0.00;-0.00;0.00;0.00;0.00
9.946;0.02;0.01;1.00;-0.00;-0.01;-0.00;-0.00;0.00;0.00;0.00
9.947;0.02;-0.00;1.00;-0.00;-0.01;-0.00;-0.00;0.00;0.00;0.00
9.948;0.02;0.00;1.00;-0.00;-0.01;-0.00;-0.00;0.00;0.00;0.00
9.971;0.02;0.00;1.00;-0.00;-0.01;-0.00;-0.00;-0.00;0.00;0.00
9.98;0.02;0.00;1.00;-0.00;-0.00;0.00;-0.00;-0.00;0.00;0.00
10.017;0.02;0.01;1.00;-0.00;-0.00;0.00;-0.00;-0.00;0.00;0.00
10.018;0.02;0.00;1.00;-0.00;-0.00;0.00;-0.00;-0.00;0.00;0.00
10.019;0.02;0.00;1.00;-0.00;-0.00;0.00;-0.00;-0.00;0.00;0.00
10.031;0.02;0.00;1.00;-0.00;-0.00;0.00;-0.00;0.00;0.00;0.00
10.042;0.02;0.00;1.00;-0.00;-0.00;0.01;-0.00;0.00;0.00;0.00
10.084;0.03;0.01;1.00;-0.00;-0.00;0.01;-0.00;0.00;0.00;0.00
10.086;0.02;0.00;1.00;-0.00;-0.00;0.01;-0.00;0.00;0.00;0.00
10.086;0.02;0.00;1.00;-0.00;-0.00;0.01;-0.00;0.00;0.00;0.00
10.087;0.02;0.00;1.00;-0.00;-0.00;0.01;-0.00;0.00;0.00;0.00
10.092;0.02;0.00;1.00;-0.00;-0.00;0.01;0.00;0.00;-0.00;0.00
10.102;0.02;0.00;1.00;-0.00;-0.01;-0.01;0.00;0.00;-0.00;0.00
10.154;0.02;0.00;1.00;-0.00;-0.01;-0.01;0.00;-0.00;0.00;0.00
10.156;0.02;0.00;1.00;-0.00;-0.01;-0.01;0.00;-0.00;0.00;0.00
10.157;0.02;0.00;1.00;-0.00;-0.01;-0.01;0.00;-0.00;0.00;0.00
10.158;0.02;0.00;1.00;-0.00;-0.01;-0.01;0.00;-0.00;0.00;0.00
10.164;0.02;0.00;1.00;-0.01;-0.01;0.01;0.00;-0.00;0.00;0.00
10.213;0.02;0.00;1.00;-0.01;-0.01;0.01;-0.00;0.00;0.00;0.00
10.225;0.02;0.00;1.00;-0.01;-0.01;0.01;-0.00;0.00;0.00;0.00
10.226;0.02;0.00;1.00;-0.01;-0.01;0.01;-0.00;0.00;0.00;0.00
10.227;0.02;-0.00;1.00;-0.01;-0.01;0.01;-0.00;0.00;0.00;0.00
10.228;0.02;0.01;1.00;-0.01;-0.01;0.01;-0.00;0.00;0.00;0.00
10.229;0.02;0.01;1.00;-0.00;-0.01;-0.01;-0.00;0.00;0.00;0.00
10.277;0.02;0.01;1.00;-0.00;-0.01;-0.01;-0.00;0.00;0.00;0.00
10.292;0.02;0.01;1.00;0.00;0.00;-0.02;-0.00;0.00;0.00;0.00
10.294;0.02;0.01;1.00;0.00;0.00;-0.02;-0.00;0.00;0.00;0.00
10.295;0.02;0.00;1.00;0.00;0.00;-0.02;-0.00;0.00;0.00;0.00
10.295;0.02;0.00;0.97;0.00;0.00;-0.02;-0.00;0.00;0.00;0.00
10.339;0.02;0.00;0.97;0.00;0.00;-0.02;-0.00;0.00;0.00;0.00
